StockCode,Description,QuantitySold,Revenue,AvgPrice,Orders,InventoryStatus,Recommendation
21163,DO NOT TOUCH MY STUFF DOOR HANGER ,1584,1008.0,1.3836974789915966,105,Fast Moving,Restock Immediately
21164,HOME SWEET HOME METAL SIGN ,4198,11253.220000000001,2.9267254408060457,393,Fast Moving,Restock Immediately
21165,BEWARE OF THE CAT METAL SIGN ,5127,7789.83,1.6579194630872485,432,Fast Moving,Restock Immediately
21166,COOK WITH WINE METAL SIGN ,9624,17072.16,1.9196803652968037,643,Fast Moving,Restock Immediately
21167,WHITE SAGE INCENSE,848,170.58,0.20807692307692308,26,Normal,Monitor Stock
21169,YOU'RE CONFUSING ME METAL SIGN ,4438,6806.14,1.6515686274509804,295,Fast Moving,Restock Immediately
21171,BATHROOM METAL SIGN ,1400,1914.8,1.4215976331360947,167,Fast Moving,Restock Immediately
21172,PARTY METAL SIGN ,4182,5790.299999999999,1.4369281045751634,439,Fast Moving,Restock Immediately
21173,LOO ROLL  METAL SIGN ,323,530.55,1.646774193548387,60,Normal,Monitor Stock
21174,POTTERING IN THE SHED METAL SIGN,5412,9605.119999999999,1.9315049504950494,493,Fast Moving,Restock Immediately
21175,GIN + TONIC DIET METAL SIGN,8439,16384.4,2.07813315926893,748,Fast Moving,Restock Immediately
21179,NO JUNK MAIL METAL SIGN,2289,2061.73,1.1947826086956521,197,Fast Moving,Restock Immediately
21181,PLEASE ONE PERSON  METAL SIGN,1789,3528.9,2.076973684210526,150,Fast Moving,Restock Immediately
21181,PLEASE ONE PERSON METAL SIGN,10761,21104.180000000004,2.0752785145888595,738,Fast Moving,Restock Immediately
21185, HOME SWEET HOME  BLACKBOARD,117,722.3100000000001,6.323939393939394,33,Normal,Monitor Stock
21185,HOME SWEET HOME  BLACKBOARD,3,19.049999999999997,6.349999999999999,3,Slow Moving,Reduce Inventory
21186,WHITE DOVE HONEYCOMB PAPER GARLAND,5022,7737.3,1.6226315789473684,274,Fast Moving,Restock Immediately
21187,WHITE BELL HONEYCOMB PAPER GARLAND ,1019,1573.35,1.6340909090909088,82,Fast Moving,Restock Immediately
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,562,1625.1000000000001,2.9312500000000004,61,Normal,Monitor Stock
21189,WHITE HONEYCOMB PAPER GARLAND ,378,594.5,1.6312499999999999,32,Normal,Monitor Stock
21190,PINK HEARTS PAPER GARLAND,700,1106.0,1.6355421686746987,80,Normal,Monitor Stock
21191,LARGE WHITE HONEYCOMB PAPER BELL  ,850,1607.0600000000002,2.062727272727273,76,Normal,Monitor Stock
21192,WHITE BELL HONEYCOMB PAPER ,964,1523.0,1.6360465116279068,80,Normal,Monitor Stock
21193,WHITE HONEYCOMB PAPER FAN ,84,158.36,2.0726666666666667,14,Slow Moving,Reduce Inventory
21194,PINK  HONEYCOMB PAPER FAN,67,138.24,2.080476190476191,19,Slow Moving,Reduce Inventory
21195,PINK  HONEYCOMB PAPER BALL ,211,423.42,2.0871875,32,Normal,Monitor Stock
21196,ROUND WHITE CONFETTI IN TUBE,70,115.5,1.65,8,Slow Moving,Reduce Inventory
21197,MULTICOLOUR  CONFETTI IN TUBE,182,300.3,1.65,20,Normal,Monitor Stock
21198,WHITE HEART CONFETTI IN TUBE,227,374.55,1.65,32,Normal,Monitor Stock
21199,PINK  HEART CONFETTI IN TUBE,306,504.90000000000003,1.65,45,Normal,Monitor Stock
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,277,451.45,1.6391891891891892,36,Normal,Monitor Stock
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,1469,3346.35,2.480769230769231,113,Fast Moving,Restock Immediately
21202,DOLLY HONEYCOMB GARLAND,368,576.0,1.6289473684210527,37,Normal,Monitor Stock
21203,BUTTERFLIES  HONEYCOMB GARLAND,1447,2243.55,1.6336363636363636,106,Fast Moving,Restock Immediately
21204,DAISIES  HONEYCOMB GARLAND ,1059,1646.55,1.6352631578947368,93,Fast Moving,Restock Immediately
21205,MULTICOLOUR 3D BALLS GARLAND,399,952.65,2.5309859154929577,63,Normal,Monitor Stock
21206,STRAWBERRY HONEYCOMB  GARLAND ,852,1396.2,1.6483050847457628,117,Normal,Monitor Stock
21207,SKULL AND CROSSBONES  GARLAND ,2513,3828.0499999999997,1.6330769230769229,130,Fast Moving,Restock Immediately
21208,PASTEL COLOUR HONEYCOMB FAN,108,178.2,1.65,19,Normal,Monitor Stock
21209,MULTICOLOUR HONEYCOMB FAN,213,349.05,1.6428571428571428,28,Normal,Monitor Stock
21210,SET OF 72 RETRO SPOT PAPER  DOILIES,7488,10423.199999999999,1.4415555555555555,449,Fast Moving,Restock Immediately
21210,SET OF 72 RETROSPOT PAPER  DOILIES,1690,2390.7,1.4440298507462686,130,Fast Moving,Restock Immediately
21211,SET OF 72 SKULL PAPER  DOILIES,1522,2072.5,1.4467479674796746,121,Fast Moving,Restock Immediately
21212,PACK OF 72 RETRO SPOT CAKE CASES,45156,21853.079999999998,0.5366777408637874,1160,Fast Moving,Restock Immediately
21212,PACK OF 72 RETROSPOT CAKE CASES,12414,5819.73,0.5356544502617802,362,Fast Moving,Restock Immediately
21213,PACK OF 72 SKULL CAKE CASES,24618,11657.82,0.5385064011379802,671,Fast Moving,Restock Immediately
21214,SET OF 72 IVORY PAPER DOILIES,1885,2579.6499999999996,1.4421875,125,Fast Moving,Restock Immediately
21215, IVORY PAPER CUP CAKE CASES ,1146,521.1,0.5283333333333334,23,Fast Moving,Restock Immediately
21215,IVORY PAPER CUP CAKE CASES ,2122,1083.6399999999999,0.5424271844660195,98,Fast Moving,Restock Immediately
21216,"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",1430,6624.9,4.892857142857143,239,Fast Moving,Restock Immediately
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",272,1262.4,4.895098039215687,50,Normal,Monitor Stock
21217,RED RETROSPOT ROUND CAKE TINS,329,3153.5499999999997,9.897368421052631,112,Normal,Monitor Stock
21217,RED SPOTTY ROUND CAKE TINS,1423,13537.85,9.838888888888887,418,Fast Moving,Restock Immediately
21218,RED SPOTTY BISCUIT TIN,2679,9442.75,3.693324937027708,390,Fast Moving,Restock Immediately
21219,SET/4 BADGES BALLOON GIRL,545,679.35,1.246984126984127,61,Normal,Monitor Stock
21220,SET/4 BADGES DOGS,298,372.5,1.25,41,Normal,Monitor Stock
21221,SET/4 BADGES CUTE CREATURES,272,340.0,1.25,39,Normal,Monitor Stock
21222,SET/4 BADGES BEETLES,338,422.5,1.25,49,Normal,Monitor Stock
21223,SET/4 BADGES WOODLAND ANIMAL,486,569.5,1.245128205128205,35,Normal,Monitor Stock
21224,SET/4 SKULL BADGES,1266,1578.7,1.2472058823529413,131,Fast Moving,Restock Immediately
21225,POCKET MIRROR BUTTERFLY ,2,2.5,1.25,2,Slow Moving,Reduce Inventory
21226,POCKET MIRROR WOODLAND,116,145.0,1.25,17,Normal,Monitor Stock
21228,"POCKET MIRROR ""GLAMOROUS""",90,112.5,1.25,27,Slow Moving,Reduce Inventory
21231,SWEETHEART CERAMIC TRINKET BOX,13018,15276.14,1.2351631701631702,808,Fast Moving,Restock Immediately
21232,STRAWBERRY CERAMIC TRINKET BOX,25398,29779.86,1.2329850746268656,1335,Fast Moving,Restock Immediately
21238,RED RETROSPOT CUP,739,603.1899999999999,0.8465789473684211,75,Normal,Monitor Stock
21238,RED SPOTTY CUP,4494,3667.02,0.845420054200542,360,Fast Moving,Restock Immediately
21239,PINK  POLKADOT CUP,575,476.27,0.8479687499999999,63,Normal,Monitor Stock
21239,PINK  SPOTTY CUP,3400,2765.2,0.8456810631229236,296,Fast Moving,Restock Immediately
21240,BLUE  SPOTTY CUP,3128,2546.48,0.8461129568106313,298,Fast Moving,Restock Immediately
21240,BLUE POLKADOT CUP,548,453.32,0.8479032258064516,61,Normal,Monitor Stock
21241,GREEN POLKADOT CUP,111,94.35,0.85,10,Normal,Monitor Stock
21241,GREEN SPOTTY CUP,2032,1664.8,0.846875,205,Fast Moving,Restock Immediately
21242,RED RETROSPOT PLATE ,303,512.0699999999999,1.69,57,Normal,Monitor Stock
21242,RED SPOTTY PLATE ,3135,5015.91,1.67834008097166,247,Fast Moving,Restock Immediately
21243,PINK  POLKADOT PLATE ,392,639.4399999999999,1.6848936170212765,47,Normal,Monitor Stock
21243,PINK  SPOTTY PLATE ,2706,4296.66,1.6772463768115942,205,Fast Moving,Restock Immediately
21244,BLUE  SPOTTY PLATE ,2274,3612.66,1.6781318681318682,179,Fast Moving,Restock Immediately
21244,BLUE POLKADOT PLATE ,378,615.78,1.6844186046511627,42,Normal,Monitor Stock
21245,GREEN  SPOTTY PLATE ,1293,2093.0099999999998,1.6829411764705882,131,Fast Moving,Restock Immediately
21245,GREEN POLKADOT PLATE ,149,251.81,1.6899999999999997,26,Normal,Monitor Stock
21246,RED RETROSPOT BIG BOWL,41,202.95000000000002,4.95,12,Slow Moving,Reduce Inventory
21246,RED SPOTTY BIG BOWL,408,2002.8000000000002,4.941954022988505,87,Normal,Monitor Stock
21247,SET OF RED SALAD SERVERS ,401,597.49,1.49,61,Normal,Monitor Stock
21248,DOOR HANGER  MUM + DADS ROOM,828,931.8,1.3776470588235294,80,Normal,Monitor Stock
21249,WOOD ANIMALS HEIGHT CHART STICKERS ,6,17.700000000000003,2.95,1,Slow Moving,Reduce Inventory
21249,WOODLAND  HEIGHT CHART STICKERS ,900,2397.0,2.9067256637168146,111,Normal,Monitor Stock
21250,SET OF SKULL WALL STICKERS,304,699.4,2.8594594594594596,37,Normal,Monitor Stock
21251,DINOSAUR HEIGHT CHART STICKER SET,382,969.7,2.92514705882353,67,Normal,Monitor Stock
21252,SET OF MEADOW  FLOWER STICKERS,161,375.65000000000003,2.743125,16,Normal,Monitor Stock
21253,SET OF PICTURE FRAME  STICKERS,167,429.65000000000003,2.8932432432432433,36,Normal,Monitor Stock
21255,"FRENCH BOTTLE , LAVENDER",422,677.1,1.6427272727272726,55,Normal,Monitor Stock
21256,"FRENCH BOTTLE, BRASSERIE DES ARTIST",282,446.09999999999997,1.6385714285714283,35,Normal,Monitor Stock
21257,VICTORIAN SEWING BOX MEDIUM,805,6029.75,7.8954545454545455,216,Normal,Monitor Stock
21258,VICTORIAN SEWING BOX LARGE,944,10961.4,12.412068965517243,255,Normal,Monitor Stock
21259,VICTORIAN SEWING BOX SMALL ,1155,6596.25,5.917741935483871,334,Fast Moving,Restock Immediately
21260,FIRST AID TIN,2320,7402.0,3.241009463722398,307,Fast Moving,Restock Immediately
21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,78,314.1,7.325,16,Slow Moving,Reduce Inventory
21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,199,671.0500000000001,5.575,32,Normal,Monitor Stock
21263,GREEN GOOSE FEATHER TREE 60CM,125,267.75,3.9499999999999997,8,Normal,Monitor Stock
21264,WHITE GOOSE FEATHER TREE 60CM ,98,287.09999999999997,6.216666666666667,15,Slow Moving,Reduce Inventory
21265,PINK GOOSE FEATHER TREE 60CM,187,420.65,4.616666666666666,12,Normal,Monitor Stock
21267,VINTAGE PINK TINSEL REEL ,13,27.3,2.1,4,Slow Moving,Reduce Inventory
21268,VINTAGE BLUE TINSEL REEL,383,209.58,0.5839024390243903,38,Normal,Monitor Stock
21269,ANTIQUE CREAM CUTLERY SHELF ,80,680.0,8.5,40,Slow Moving,Reduce Inventory
21270,ANTIQUE CREAM CUTLERY CUPBOARD,27,344.25,12.75,14,Slow Moving,Reduce Inventory
21272,SALLE DE BAIN HOOK,1705,2079.29,1.2491620111731843,173,Fast Moving,Restock Immediately
21274,EMBOSSED HEART 3 DRAWER SHELF,161,2038.35,12.730434782608697,89,Normal,Monitor Stock
21275,ZINC TOP  2 DOOR WOODEN SHELF ,234,1342.3,10.145121951219512,40,Normal,Monitor Stock
21276,TWO EMBOSSED HEART MINI DRAWERS,676,1544.2,3.8785714285714286,28,Normal,Monitor Stock
21277,FRENCH STYLE EMBOSSED HEART CABINET,26,570.6999999999999,21.95,21,Slow Moving,Reduce Inventory
21278,VINTAGE KITCHEN PRINT PUDDINGS,2664,1273.2,2.4769841269841266,63,Fast Moving,Restock Immediately
21279,VINTAGE KITCHEN PRINT FRUITS,3406,1178.1,2.4454545454545453,44,Fast Moving,Restock Immediately
21280,VINTAGE KITCHEN PRINT VEGETABLES,3251,1548.45,2.2609756097560973,41,Fast Moving,Restock Immediately
21281,VINTAGE KITCHEN PRINT SEAFOOD,3615,1478.25,2.2859374999999997,32,Fast Moving,Restock Immediately
21282,NATURAL BARK CANDLE LARGE,350,1424.5,4.209016393442623,59,Normal,Monitor Stock
21283,NATURAL BARK CANDLE SMALL,516,1578.0,3.1875,68,Normal,Monitor Stock
21284,RETRO SPOT CANDLE  SMALL,365,599.57,1.6694285714285715,35,Normal,Monitor Stock
21284,RETROSPOT CANDLE  SMALL,744,556.32,1.055,36,Normal,Monitor Stock
21285,RETRO SPOT CANDLE  MEDIUM,248,502.80000000000007,2.0673913043478263,23,Normal,Monitor Stock
21285,RETROSPOT CANDLE  MEDIUM,376,372.0,1.3323529411764707,17,Normal,Monitor Stock
21286,RETRO SPOT CANDLE  LARGE,272,672.0,2.52,30,Normal,Monitor Stock
21286,RETROSPOT CANDLE  LARGE,435,456.45,1.3868421052631579,19,Normal,Monitor Stock
21287,SCENTED VELVET LOUNGE CANDLE ,2316,1078.44,0.978125,32,Fast Moving,Restock Immediately
21288,STRIPEY CHOCOLATE NESTING BOXES,604,1346.6000000000001,2.745604395604396,91,Normal,Monitor Stock
21289,LARGE STRIPES CHOCOLATE GIFT BAG,848,806.4,1.1297777777777778,43,Normal,Monitor Stock
21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,510,433.5,0.85,26,Normal,Monitor Stock
21291,SMALL SPOTTY CHOCOLATE GIFT BAG ,1049,881.5699999999999,0.8403076923076923,65,Fast Moving,Restock Immediately
21292,SMALL STRIPES CHOCOLATE GIFT BAG ,1600,839.68,0.683448275862069,58,Fast Moving,Restock Immediately
21293,MIRRORED DOVE WALL DECORATION,155,325.5,2.1,24,Normal,Monitor Stock
21294,ETCHED GLASS COASTER,694,867.5,1.25,60,Normal,Monitor Stock
21298,EDWARDIAN 2 DRAWER WALL CABINET ,52,755.8,19.37857142857143,14,Slow Moving,Reduce Inventory
21299,EDWARDIAN TOILET ROLL UNIT ,161,838.35,8.501724137931035,29,Normal,Monitor Stock
21300,ANTIQUE EDWARDIAN DRESSER,52,737.4,16.13181818181818,11,Slow Moving,Reduce Inventory
21303,FILIGREE WALL MIRROR  ANTIQUE WHITE,92,848.8,12.55,26,Slow Moving,Reduce Inventory
21304,ARCHED GREY MIRROR,84,540.6,9.3375,16,Slow Moving,Reduce Inventory
21306,SET/4 DAISY MIRROR MAGNETS,185,140.82,1.8756521739130434,23,Normal,Monitor Stock
21307,SET/4 BUTTERFLY MIRROR MAGNETS,651,541.5,1.870666666666667,43,Normal,Monitor Stock
21308,LOUVRE VANITY MIRROR,129,653.85,6.966666666666666,3,Normal,Monitor Stock
21309,LOUVRE CHALKBOARD,49,325.6,9.16,5,Slow Moving,Reduce Inventory
21310,CAPIZ CHANDELIER,4,119.8,29.95,2,Slow Moving,Reduce Inventory
21311,SET/4 BIRD MIRROR MAGNETS ,236,330.48,1.9988235294117649,34,Normal,Monitor Stock
21312,LARGE CHUNKY GLASS ROMAN BOWL,294,1104.5,4.883333333333333,20,Normal,Monitor Stock
21313,GLASS HEART T-LIGHT HOLDER ,3128,2333.93,0.8252941176470587,133,Fast Moving,Restock Immediately
21314,SMALL GLASS HEART TRINKET POT,6933,13491.300000000001,2.0792746113989637,379,Fast Moving,Restock Immediately
21316,SMALL CHUNKY GLASS ROMAN  BOWL,521,854.5500000000001,2.178,25,Normal,Monitor Stock
21317,GLASS SPHERE CANDLE STAND MEDIUM,235,675.95,5.24,38,Normal,Monitor Stock
21318,GLASS CHALICE BLUE SMALL ,258,411.3,1.6391891891891892,37,Normal,Monitor Stock
21319,GLASS CHALICE GREEN  SMALL ,327,510.75,1.6277777777777775,36,Normal,Monitor Stock
21320,GLASS CHALICE GREEN  LARGE ,172,417.0,2.514,25,Normal,Monitor Stock
21321,GLASS CHALICE BLUE  LARGE ,108,245.25,2.480769230769231,13,Normal,Monitor Stock
21322,GLASS SPHERE CANDLE STAND LARGE ,299,562.45,4.273076923076923,13,Normal,Monitor Stock
21323,HANGING MEDINA LANTERN LARGE,708,2218.25,4.174137931034482,54,Normal,Monitor Stock
21324,HANGING MEDINA LANTERN SMALL,885,2254.3500000000004,2.924786324786325,108,Normal,Monitor Stock
21326,AGED GLASS SILVER T-LIGHT HOLDER,7490,4614.1,0.6436842105263159,274,Fast Moving,Restock Immediately
21327,SKULLS WRITING SET ,997,1642.65,1.6490196078431372,197,Normal,Monitor Stock
21328,BALLOONS  WRITING SET ,926,1518.3,1.6481132075471696,200,Normal,Monitor Stock
21329,DINOSAURS  WRITING SET ,1055,1703.79,1.6440000000000001,211,Fast Moving,Restock Immediately
21330,WOODLAND ANIMAL  WRITING SET ,1361,2139.65,1.6454887218045113,127,Fast Moving,Restock Immediately
21331,MOROCCAN BEATEN METAL DISH LARGE,93,653.49,11.464117647058822,17,Slow Moving,Reduce Inventory
21332,MOROCCAN BEATEN METAL MIRROR,248,1299.6000000000001,9.220588235294118,34,Normal,Monitor Stock
21333,CLASSIC WHITE FRAME,976,2855.2000000000003,2.9436170212765957,187,Normal,Monitor Stock
21335,LIBRARY LAMP,36,754.1999999999999,21.54090909090909,22,Slow Moving,Reduce Inventory
21336,GOLD WASHBAG,1781,380.99,2.693636363636364,22,Fast Moving,Restock Immediately
21337,SILVER WASHBAG,30,88.50000000000001,2.95,9,Slow Moving,Reduce Inventory
21338,MARAKESH LANTERN SMALL ,196,848.35,5.7875000000000005,11,Normal,Monitor Stock
21339,MARAKESH LANTERN LARGE,30,544.5,19.257692307692306,12,Slow Moving,Reduce Inventory
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,799,8023.65,11.98984962406015,130,Normal,Monitor Stock
21341,KASBAH LANTERN WITH GLASS ,56,250.8,4.623333333333334,15,Slow Moving,Reduce Inventory
21343,GOLD JEWELERY BOX,20,92.0,8.283333333333333,3,Slow Moving,Reduce Inventory
21344,MOROCCAN BEATEN METAL DISH,150,568.5000000000001,7.371052631578946,19,Normal,Monitor Stock
21347,GOTHIC CARRIAGE LANTERN,8,47.6,5.95,4,Slow Moving,Reduce Inventory
21348,PINK SPOTS CHOCOLATE NESTING BOXES ,680,1544.4,2.769298245614035,110,Normal,Monitor Stock
21349,IVY HEART WREATH,488,3166.0,6.6988,122,Normal,Monitor Stock
21350,GINGHAM HEART WREATH,226,650.7,2.940909090909091,41,Normal,Monitor Stock
21351,CINAMMON & ORANGE WREATH,918,2572.5,4.866363636363636,109,Normal,Monitor Stock
21352,EUCALYPTUS & PINECONE  WREATH,445,1208.55,4.287254901960784,50,Normal,Monitor Stock
21353,SILVER SLEIGHBELL  WREATH,18,143.1,7.95,8,Slow Moving,Reduce Inventory
21354,TOAST ITS - BEST MUM,1705,1977.65,1.2224770642201834,108,Fast Moving,Restock Immediately
21355,TOAST ITS - I LOVE YOU ,2634,3110.5,1.2422222222222221,178,Fast Moving,Restock Immediately
21356,TOAST ITS - FAIRY FLOWER,862,1070.3,1.2454545454545456,128,Normal,Monitor Stock
21357,TOAST ITS - DINOSAUR,1301,1619.17,1.2464457831325302,156,Fast Moving,Restock Immediately
21358,TOAST ITS - HAPPY BIRTHDAY,715,886.55,1.2441176470588236,102,Normal,Monitor Stock
21359,RELAX LARGE WOOD LETTERS,77,1186.1499999999999,15.881818181818181,41,Slow Moving,Reduce Inventory
21360,JOY LARGE WOOD LETTERS,399,2467.05,9.590123456790122,80,Normal,Monitor Stock
21361,LOVE LARGE WOOD LETTERS ,457,5632.35,12.698571428571428,201,Normal,Monitor Stock
21363,HOME SMALL WOOD LETTERS,733,3628.35,4.95,249,Normal,Monitor Stock
21364,PEACE SMALL WOOD LETTERS,422,2916.9,6.752945736434109,126,Normal,Monitor Stock
21365,MIRRORED WALL ART STARS,102,219.3,2.771052631578948,19,Normal,Monitor Stock
21366,MIRRORED WALL ART PHOTO FRAMES,132,513.0,4.220588235294118,17,Normal,Monitor Stock
21367,MIRRORED WALL ART GENTS,35,48.449999999999996,2.408333333333333,12,Slow Moving,Reduce Inventory
21368,MIRRORED WALL ART LADIES,34,45.9,2.38,9,Slow Moving,Reduce Inventory
21369,MIRRORED WALL ART SPLODGES,30,52.5,3.125,4,Slow Moving,Reduce Inventory
21370,MIRRORED WALL ART FOXY,35,99.85,5.783333333333333,9,Slow Moving,Reduce Inventory
21371,MIRRORED WALL ART POPPIES,93,114.75,1.9833333333333332,9,Slow Moving,Reduce Inventory
21372,MIRRORED WALL ART TABLE LAMP,74,117.5,2.6,11,Slow Moving,Reduce Inventory
21373,MIRRORED WALL ART SNOWFLAKES,122,147.9,1.9833333333333332,12,Normal,Monitor Stock
21374,MIRRORED WALL ART SKULLS,164,315.0,3.1818181818181817,22,Normal,Monitor Stock
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM ,72,266.4,4.897368421052631,19,Slow Moving,Reduce Inventory
21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL ,143,572.9499999999999,4.880769230769231,26,Normal,Monitor Stock
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,358,383.09999999999997,1.5115384615384615,26,Normal,Monitor Stock
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,394,428.1,1.5277777777777777,35,Normal,Monitor Stock
21379, CAMPHOR WOOD PORTOBELLO MUSHROOM,43,53.75,1.25,7,Slow Moving,Reduce Inventory
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,364,254.66,1.1383333333333334,24,Normal,Monitor Stock
21380,WOODEN HAPPY BIRTHDAY GARLAND,2809,7933.750000000001,2.942592592592593,314,Fast Moving,Restock Immediately
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,3236,5183.72,1.6834375,242,Fast Moving,Restock Immediately
21382,SET/4 SPRING FLOWER DECORATION,96,283.20000000000005,2.95,22,Slow Moving,Reduce Inventory
21383,PACK OF 12 STICKY BUNNIES,1123,717.95,0.6476190476190476,115,Fast Moving,Restock Immediately
21384,IVORY HANGING DECORATION  BUTTERFLY,1739,1471.9099999999999,0.8477777777777777,113,Fast Moving,Restock Immediately
21385,IVORY HANGING DECORATION  HEART,6737,5498.69,0.8471383647798741,305,Fast Moving,Restock Immediately
21386,IVORY HANGING DECORATION  EGG,432,364.08,0.8465789473684211,36,Normal,Monitor Stock
21387,IVORY HANGING DECORATION  RABBIT,25,21.25,0.85,4,Slow Moving,Reduce Inventory
21388,IVORY HANGING DECORATION  CHICKEN,291,247.35,0.85,27,Normal,Monitor Stock
21389,IVORY HANGING DECORATION  BIRD,1138,964.18,0.8487128712871287,100,Fast Moving,Restock Immediately
21390,FILIGRIS HEART WITH BUTTERFLY,6929,8415.01,1.2453086419753088,310,Fast Moving,Restock Immediately
21391,FRENCH EMROIDR LAVENDER SCENT HEART,329,690.9,2.1,55,Normal,Monitor Stock
21391,FRENCH LAVENDER SCENT HEART,7,14.7,2.1,2,Slow Moving,Reduce Inventory
21392,RED POLKADOT PUDDING BOWL,3679,539.34,1.8811111111111112,8,Fast Moving,Restock Immediately
21392,RED SPOTTY PUDDING BOWL,3818,827.04,2.0033333333333334,24,Fast Moving,Restock Immediately
21393,BLUE  SPOTTY PUDDING BOWL,2672,694.08,2.017916666666667,24,Fast Moving,Restock Immediately
21393,BLUE POLKADOT PUDDING BOWL,2544,425.28000000000003,1.903,9,Fast Moving,Restock Immediately
21394,RED POLKADOT BEAKER ,54,90.89999999999999,1.7999999999999998,2,Slow Moving,Reduce Inventory
21394,RED SPOTTY BEAKER ,85,165.75,1.95,16,Slow Moving,Reduce Inventory
21395,BLUE POLKADOT BEAKER ,24,46.8,1.95,2,Slow Moving,Reduce Inventory
21395,BLUE SPOTTY BEAKER ,108,210.6,1.95,20,Normal,Monitor Stock
21396,RED SPOTTY EGG CUP ,909,1081.53,1.2403389830508476,58,Normal,Monitor Stock
21397,BLUE  SPOTTY EGG CUP ,922,1097.78,1.243968253968254,63,Normal,Monitor Stock
21397,BLUE POLKADOT EGG CUP ,86,107.5,1.25,10,Slow Moving,Reduce Inventory
21398,RED  SPOTTY COFFEE  MUG,692,1297.8,2.044318181818182,44,Normal,Monitor Stock
21398,RED POLKADOT COFFEE  MUG,45,94.5,2.1,6,Slow Moving,Reduce Inventory
21399,BLUE  SPOTTY  COFFEE MUG,227,443.1,2.072,25,Normal,Monitor Stock
21399,BLUE POLKADOT COFFEE MUG,80,168.0,2.1,9,Slow Moving,Reduce Inventory
21400,RED PUDDING SPOON,190,79.8,0.42,15,Normal,Monitor Stock
21401,BLUE PUDDING SPOON,384,161.28,0.42,34,Normal,Monitor Stock
21402,RED  EGG  SPOON,299,125.58,0.42000000000000004,41,Normal,Monitor Stock
21403,BLUE EGG  SPOON,433,181.86,0.42,37,Normal,Monitor Stock
21407,BROWN CHECK CAT DOORSTOP ,910,3705.0,4.215587044534413,242,Normal,Monitor Stock
21408,SPOTTY PINK DUCK DOORSTOP,362,1277.58,4.2064,75,Normal,Monitor Stock
21409,SPOTTY COCKEREL DOORSTOP,1,4.25,4.25,1,Slow Moving,Reduce Inventory
21410,COUNTRY COTTAGE  DOORSTOP GREEN,261,1045.25,4.228155339805825,101,Normal,Monitor Stock
21411,GINGHAM HEART  DOORSTOP RED,1256,4889.88,4.208298507462686,329,Fast Moving,Restock Immediately
21412,VINTAGE GOLD TINSEL REEL,235,112.14,0.5847058823529412,42,Normal,Monitor Stock
21413,PERIWINKLE T-LIGHT HOLDER,3102,1022.1,1.2089285714285716,25,Fast Moving,Restock Immediately
21414,SCALLOP SHELL SOAP DISH,1613,777.3,2.0130000000000003,19,Fast Moving,Restock Immediately
21415,CLAM SHELL SMALL ,126,254.76000000000002,2.0726666666666667,27,Normal,Monitor Stock
21416,CLAM SHELL LARGE,743,561.45,3.556875,14,Normal,Monitor Stock
21417,COCKLE SHELL DISH,137,286.2,2.091071428571429,27,Normal,Monitor Stock
21418,STARFISH SOAP DISH,103,262.65,2.55,23,Normal,Monitor Stock
21419,CONCH SHELL,1252,535.8,3.4284615384615384,13,Fast Moving,Restock Immediately
21420,OYSTER TRINKET BOX,68,215.0,3.2115384615384617,12,Slow Moving,Reduce Inventory
21421,PORCELAIN ROSE LARGE ,1484,1734.1599999999999,1.23575,77,Fast Moving,Restock Immediately
21422,PORCELAIN ROSE SMALL,1539,1266.55,0.8440909090909091,65,Fast Moving,Restock Immediately
21424,WOODLAND STORAGE BOX LARGE ,555,1127.49,2.7074358974358974,39,Normal,Monitor Stock
21425,SKULLS STORAGE BOX LARGE,383,740.09,2.8652380952380954,42,Normal,Monitor Stock
21426,WOODLAND STORAGE BOX SMALL,750,929.4,1.8541666666666667,35,Normal,Monitor Stock
21427,SKULLS STORAGE BOX SMALL,373,551.7,2.039090909090909,54,Normal,Monitor Stock
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,1706,6633.5,4.1938775510204085,192,Fast Moving,Restock Immediately
21429,RED GINGHAM ROSE JEWELLERY BOX,4515,7315.349999999999,1.647274275979557,565,Fast Moving,Restock Immediately
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,1594,5794.14,3.722114695340502,274,Fast Moving,Restock Immediately
21431,GREEN GINGHAM FLOWER JEWELLERY BOX,1417,2290.0499999999997,1.6482608695652172,225,Fast Moving,Restock Immediately
21432,SET OF 3 CASES WOODLAND DESIGN,928,5304.6,5.895652173913043,227,Normal,Monitor Stock
